mean_rssi,num_active_bs,Latitude,Longitude,hour,soil_temp,soil_hum,battery
-54.0,1,0.0,0.0,11,12.49,30.96,101.0
-77.0,1,0.0,0.0,11,11.73,22.35,99.0
-60.0,1,0.0,0.0,11,12.12,18.54,96.0
-66.0,1,0.0,0.0,11,12.15,28.98,99.0
-71.0,1,0.0,0.0,11,12.58,22.82,107.0
-75.0,1,0.0,0.0,11,11.89,61.85,109.0
-62.0,1,0.0,0.0,11,12.13,46.65,100.0
-56.0,1,0.0,0.0,11,12.5,30.96,101.0
-79.0,1,0.0,0.0,11,11.73,22.6,99.0
-62.0,1,0.0,0.0,11,12.12,16.58,96.0
-67.0,1,0.0,0.0,11,12.15,28.43,99.0
-68.0,1,0.0,0.0,11,12.61,23.73,107.0
-75.0,1,0.0,0.0,11,11.88,61.83,109.0
-63.0,1,0.0,0.0,11,12.12,46.54,100.0
-57.0,1,0.0,0.0,11,12.53,30.96,101.0
-81.0,1,0.0,0.0,11,11.73,21.9,99.0
-65.0,1,0.0,0.0,11,12.1,17.24,96.0
-69.0,1,0.0,0.0,11,12.14,28.74,99.0
-74.0,1,0.0,0.0,11,12.61,23.82,107.0
-77.0,1,0.0,0.0,11,11.91,61.9,109.0
-61.0,1,0.0,0.0,11,12.13,46.57,100.0
-81.0,1,0.0,0.0,11,11.73,22.54,99.0
-63.0,1,0.0,0.0,11,12.11,18.1,96.0
-71.0,1,0.0,0.0,11,12.14,29.16,99.0
-72.0,1,0.0,0.0,11,12.6,23.92,107.0
-73.0,1,0.0,0.0,11,11.91,62.04,109.0
-64.0,1,0.0,0.0,11,12.15,46.29,100.0
-60.0,1,0.0,0.0,11,12.52,31.02,101.0
-77.0,1,0.0,0.0,11,11.71,23.18,99.0
-65.0,1,0.0,0.0,11,12.11,17.43,96.0
-71.0,1,0.0,0.0,11,12.14,28.53,99.0
-73.0,1,0.0,0.0,11,12.61,23.7,107.0
-75.0,1,0.0,0.0,11,11.91,61.75,109.0
-65.0,1,0.0,0.0,11,12.15,46.98,100.0
-56.0,1,0.0,0.0,12,12.52,31.02,101.0
-75.0,1,0.0,0.0,12,11.73,23.31,99.0
-64.0,1,0.0,0.0,12,12.12,18.54,95.0
-69.0,1,0.0,0.0,12,12.16,28.5,99.0
-71.0,1,0.0,0.0,12,12.6,23.07,107.0
-75.0,1,0.0,0.0,12,11.92,61.8,109.0
-64.0,1,0.0,0.0,12,12.15,46.72,100.0
-54.0,1,0.0,0.0,12,12.51,31.05,101.0
-78.0,1,0.0,0.0,12,11.75,22.64,99.0
-62.0,1,0.0,0.0,12,12.12,17.21,96.0
-67.0,1,0.0,0.0,12,12.15,28.71,99.0
-73.0,1,0.0,0.0,12,12.63,23.63,107.0
-74.0,1,0.0,0.0,12,11.92,61.72,109.0
-65.0,1,0.0,0.0,12,12.14,47.03,100.0
-58.0,1,0.0,0.0,12,12.53,31.09,101.0
-78.0,1,0.0,0.0,12,11.74,22.27,99.0
-59.0,1,0.0,0.0,12,12.09,18.29,95.0
-66.0,1,0.0,0.0,12,12.18,29.32,99.0
-72.0,1,0.0,0.0,12,12.6,23.61,107.0
-74.0,1,0.0,0.0,12,11.93,61.69,109.0
-62.0,1,0.0,0.0,12,12.15,46.31,100.0
-55.0,1,0.0,0.0,12,12.53,31.11,101.0
-78.0,1,0.0,0.0,12,11.76,22.46,99.0
-61.0,1,0.0,0.0,12,12.12,16.79,95.0
-66.0,1,0.0,0.0,12,12.17,28.3,99.0
-71.0,1,0.0,0.0,12,12.6,23.17,106.0
-74.0,1,0.0,0.0,12,11.93,61.88,109.0
-61.0,1,0.0,0.0,12,12.14,47.37,100.0
-56.0,1,0.0,0.0,12,12.53,31.02,101.0
-78.0,1,0.0,0.0,12,11.73,22.66,99.0
-63.0,1,0.0,0.0,12,12.1,18.1,96.0
-67.0,1,0.0,0.0,12,12.17,29.34,99.0
-71.0,1,0.0,0.0,12,12.61,22.88,107.0
-73.0,1,0.0,0.0,12,11.95,61.96,109.0
-63.0,1,0.0,0.0,12,12.16,47.5,100.0
-57.0,1,0.0,0.0,12,12.54,30.9,101.0
-80.0,1,0.0,0.0,12,11.73,22.36,99.0
-63.0,1,0.0,0.0,12,12.11,18.15,96.0
-69.0,1,0.0,0.0,12,12.15,29.9,100.0
-70.0,1,0.0,0.0,12,12.63,23.28,107.0
-74.0,1,0.0,0.0,12,11.96,61.85,108.0
-65.0,1,0.0,0.0,12,12.15,47.58,100.0
-56.0,1,0.0,0.0,12,12.55,31.0,101.0
-80.0,1,0.0,0.0,12,11.75,22.9,99.0
-66.0,1,0.0,0.0,12,12.12,17.62,95.0
-69.0,1,0.0,0.0,12,12.18,28.78,99.0
-74.0,1,0.0,0.0,12,12.62,23.17,107.0
-74.0,1,0.0,0.0,12,11.96,62.09,109.0
-65.0,1,0.0,0.0,12,12.15,46.87,100.0
-62.0,1,0.0,0.0,12,12.55,30.78,101.0
-77.0,1,0.0,0.0,12,11.79,22.5,99.0
-65.0,1,0.0,0.0,12,12.1,18.54,95.0
-69.0,1,0.0,0.0,12,12.17,28.6,99.0
-72.0,1,0.0,0.0,12,12.64,23.36,107.0
-74.0,1,0.0,0.0,12,11.98,61.99,109.0
-63.0,1,0.0,0.0,12,12.15,46.54,100.0
-55.0,1,0.0,0.0,12,12.55,30.91,101.0
-74.0,1,0.0,0.0,12,11.76,22.26,99.0
-65.0,1,0.0,0.0,12,12.11,18.08,96.0
-69.0,1,0.0,0.0,12,12.18,29.56,99.0
-73.0,1,0.0,0.0,12,12.63,23.61,107.0
-75.0,1,0.0,0.0,12,11.97,61.78,109.0
-63.0,1,0.0,0.0,12,12.15,47.41,100.0
-55.0,1,0.0,0.0,12,12.56,31.11,101.0
-78.0,1,0.0,0.0,12,11.77,22.44,99.0
-61.0,1,0.0,0.0,12,12.11,17.67,96.0
-67.0,1,0.0,0.0,12,12.18,28.65,99.0
-75.0,1,0.0,0.0,12,12.64,23.5,107.0
-74.0,1,0.0,0.0,12,11.97,62.05,109.0
-65.0,1,0.0,0.0,12,12.17,47.99,100.0
-61.0,1,0.0,0.0,12,12.55,31.04,101.0
-78.0,1,0.0,0.0,12,11.78,22.03,99.0
-62.0,1,0.0,0.0,12,12.1,17.16,96.0
-65.0,1,0.0,0.0,12,12.2,28.77,99.0
-72.0,1,0.0,0.0,12,12.65,23.76,107.0
-73.0,1,0.0,0.0,12,11.98,61.87,109.0
-62.0,1,0.0,0.0,12,12.15,47.22,100.0
-56.0,1,0.0,0.0,12,12.58,30.89,101.0
-77.0,1,0.0,0.0,12,11.76,23.7,99.0
-61.0,1,0.0,0.0,12,12.11,17.75,96.0
-66.0,1,0.0,0.0,12,12.2,28.12,100.0
-71.0,1,0.0,0.0,12,12.64,23.31,107.0
-73.0,1,0.0,0.0,12,11.97,61.88,109.0
-67.0,1,0.0,0.0,12,12.15,48.14,100.0
-55.0,1,0.0,0.0,13,12.58,30.92,101.0
-77.0,1,0.0,0.0,13,11.78,22.58,99.0
-63.0,1,0.0,0.0,13,12.12,17.0,96.0
-66.0,1,0.0,0.0,13,12.19,28.02,99.0
-72.0,1,0.0,0.0,13,12.65,22.99,107.0
-79.0,1,0.0,0.0,13,11.99,61.87,109.0
-65.0,1,0.0,0.0,13,12.17,47.38,100.0
-57.0,1,0.0,0.0,13,12.6,30.87,101.0
-83.0,1,0.0,0.0,13,11.8,23.35,99.0
-65.0,1,0.0,0.0,13,12.11,17.15,96.0
-67.0,1,0.0,0.0,13,12.19,29.47,99.0
-71.0,1,0.0,0.0,13,12.66,22.24,107.0
-77.0,1,0.0,0.0,13,11.99,62.03,109.0
-65.0,1,0.0,0.0,13,12.17,47.17,100.0
-55.0,1,0.0,0.0,13,12.6,31.01,101.0
-70.0,1,0.0,0.0,13,11.79,22.63,99.0
-64.0,1,0.0,0.0,13,12.12,17.46,96.0
-69.0,1,0.0,0.0,13,12.2,29.18,99.0
-74.0,1,0.0,0.0,13,12.67,23.37,107.0
-74.0,1,0.0,0.0,13,11.99,62.03,109.0
-65.0,1,0.0,0.0,13,12.17,47.3,100.0
-60.0,1,0.0,0.0,13,12.6,30.77,101.0
-77.0,1,0.0,0.0,13,11.81,22.65,99.0
-65.0,1,0.0,0.0,13,12.12,17.27,96.0
-69.0,1,0.0,0.0,13,12.21,28.86,100.0
-70.0,1,0.0,0.0,13,12.66,23.51,106.0
-75.0,1,0.0,0.0,13,12.01,62.05,109.0
-65.0,1,0.0,0.0,13,12.19,48.02,100.0
-53.0,1,0.0,0.0,13,12.6,30.95,101.0
-77.0,1,0.0,0.0,13,11.81,23.02,99.0
-63.0,1,0.0,0.0,13,12.13,16.82,96.0
-71.0,1,0.0,0.0,13,12.22,28.87,99.0
-72.0,1,0.0,0.0,13,12.69,23.73,107.0
-77.0,1,0.0,0.0,13,12.02,62.11,109.0
-63.0,1,0.0,0.0,13,12.17,47.59,100.0
-54.0,1,0.0,0.0,13,12.61,31.14,101.0
-80.0,1,0.0,0.0,13,11.81,22.05,99.0
-63.0,1,0.0,0.0,13,12.12,18.07,96.0
-66.0,1,0.0,0.0,13,12.22,29.34,100.0
-77.0,1,0.0,0.0,13,12.68,23.82,107.0
-74.0,1,0.0,0.0,13,12.02,62.24,109.0
-65.0,1,0.0,0.0,13,12.2,47.49,100.0
-62.0,1,0.0,0.0,13,12.61,30.82,101.0
-79.0,1,0.0,0.0,13,11.81,22.84,99.0
-62.0,1,0.0,0.0,13,12.13,17.5,96.0
-66.0,1,0.0,0.0,13,12.24,28.93,99.0
-71.0,1,0.0,0.0,13,12.68,23.73,107.0
-75.0,1,0.0,0.0,13,12.02,62.17,109.0
-62.0,1,0.0,0.0,13,12.18,47.73,100.0
-56.0,1,0.0,0.0,13,12.63,31.06,101.0
-79.0,1,0.0,0.0,13,11.81,23.27,99.0
-62.0,1,0.0,0.0,13,12.14,17.74,95.0
-66.0,1,0.0,0.0,13,12.22,28.71,99.0
-68.0,1,0.0,0.0,13,12.69,23.59,107.0
-75.0,1,0.0,0.0,13,12.01,61.94,109.0
-62.0,1,0.0,0.0,13,12.18,46.88,100.0
-56.0,1,0.0,0.0,13,12.62,30.93,101.0
-77.0,1,0.0,0.0,13,11.84,22.1,99.0
-63.0,1,0.0,0.0,13,12.12,17.69,95.0
-66.0,1,0.0,0.0,13,12.23,29.33,99.0
-71.0,1,0.0,0.0,13,12.7,23.19,107.0
-75.0,1,0.0,0.0,13,12.02,62.05,109.0
-63.0,1,0.0,0.0,13,12.2,47.31,100.0
-57.0,1,0.0,0.0,13,12.65,31.04,101.0
-79.0,1,0.0,0.0,13,11.83,22.91,99.0
-63.0,1,0.0,0.0,13,12.14,17.54,95.0
-67.0,1,0.0,0.0,13,12.24,28.96,99.0
-72.0,1,0.0,0.0,13,12.7,22.9,107.0
-74.0,1,0.0,0.0,13,12.04,62.19,109.0
-63.0,1,0.0,0.0,13,12.18,48.4,100.0
-56.0,1,0.0,0.0,13,12.64,31.0,101.0
-79.0,1,0.0,0.0,13,11.86,21.9,99.0
-63.0,1,0.0,0.0,13,12.13,17.32,96.0
-71.0,1,0.0,0.0,13,12.24,28.75,99.0
-74.0,1,0.0,0.0,13,12.7,22.67,107.0
-77.0,1,0.0,0.0,13,12.02,62.19,109.0
-66.0,1,0.0,0.0,13,12.2,47.9,100.0
-62.0,1,0.0,0.0,13,12.65,30.82,101.0
-72.0,1,0.0,0.0,13,11.84,23.54,99.0
-65.0,1,0.0,0.0,13,12.14,17.36,95.0
-69.0,1,0.0,0.0,13,12.24,28.68,99.0
-71.0,1,0.0,0.0,13,12.71,23.11,107.0
-77.0,1,0.0,0.0,13,12.03,62.19,109.0
-65.0,1,0.0,0.0,13,12.2,48.75,100.0
-56.0,1,0.0,0.0,14,12.66,30.98,101.0
-77.0,1,0.0,0.0,14,11.84,23.58,99.0
-63.0,1,0.0,0.0,14,12.15,17.96,96.0
-71.0,1,0.0,0.0,14,12.25,28.83,99.0
-70.0,1,0.0,0.0,14,12.72,22.69,107.0
-75.0,1,0.0,0.0,14,12.05,62.19,109.0
-63.0,1,0.0,0.0,14,12.2,47.81,100.0
-53.0,1,0.0,0.0,14,12.64,30.92,101.0
-80.0,1,0.0,0.0,14,11.86,22.51,99.0
-62.0,1,0.0,0.0,14,12.16,18.59,95.0
-65.0,1,0.0,0.0,14,12.25,28.87,99.0
-75.0,1,0.0,0.0,14,12.7,22.8,107.0
-75.0,1,0.0,0.0,14,12.07,62.21,109.0
-63.0,1,0.0,0.0,14,12.19,47.98,100.0
-61.0,1,0.0,0.0,14,12.65,30.72,101.0
-79.0,1,0.0,0.0,14,11.87,22.35,99.0
-62.0,1,0.0,0.0,14,12.14,17.29,96.0
-65.0,1,0.0,0.0,14,12.25,29.08,99.0
-72.0,1,0.0,0.0,14,12.73,22.69,107.0
-77.0,1,0.0,0.0,14,12.06,62.02,109.0
-62.0,1,0.0,0.0,14,12.23,48.64,100.0
-56.0,1,0.0,0.0,14,12.66,31.14,101.0
-78.0,1,0.0,0.0,14,11.87,22.61,99.0
-55.0,1,0.0,0.0,14,12.17,17.51,95.0
-66.0,1,0.0,0.0,14,12.25,29.66,99.0
-73.0,1,0.0,0.0,14,12.74,24.01,107.0
-74.0,1,0.0,0.0,14,12.07,62.09,109.0
-61.0,1,0.0,0.0,14,12.2,48.48,100.0
-57.0,1,0.0,0.0,14,12.68,30.99,101.0
-80.0,1,0.0,0.0,14,11.86,22.69,99.0
-65.0,1,0.0,0.0,14,12.17,17.76,96.0
-74.0,1,0.0,0.0,14,12.73,23.16,107.0
-78.0,1,0.0,0.0,14,12.06,62.18,109.0
-62.0,1,0.0,0.0,14,12.22,47.24,100.0
-56.0,1,0.0,0.0,14,12.68,30.91,101.0
-83.0,1,0.0,0.0,14,11.86,22.79,99.0
-65.0,1,0.0,0.0,14,12.16,18.02,96.0
-68.0,1,0.0,0.0,14,12.27,29.14,99.0
-74.0,1,0.0,0.0,14,12.74,22.52,106.0
-77.0,1,0.0,0.0,14,12.06,61.96,109.0
-63.0,1,0.0,0.0,14,12.22,49.23,100.0
-57.0,1,0.0,0.0,14,12.68,30.89,101.0
-81.0,1,0.0,0.0,14,11.88,23.25,100.0
-63.0,1,0.0,0.0,14,12.17,17.67,96.0
-68.0,1,0.0,0.0,14,12.27,29.61,99.0
-72.0,1,0.0,0.0,14,12.75,23.64,107.0
-75.0,1,0.0,0.0,14,12.07,61.86,109.0
-64.0,1,0.0,0.0,14,12.22,48.1,100.0
-61.0,1,0.0,0.0,14,12.7,30.99,101.0
-77.0,1,0.0,0.0,14,11.89,22.56,99.0
-65.0,1,0.0,0.0,14,12.17,17.57,96.0
-69.0,1,0.0,0.0,14,12.27,29.72,99.0
-71.0,1,0.0,0.0,14,12.74,22.61,107.0
-77.0,1,0.0,0.0,14,12.07,61.96,109.0
-63.0,1,0.0,0.0,14,12.24,49.0,100.0
-57.0,1,0.0,0.0,14,12.7,31.01,101.0
-77.0,1,0.0,0.0,14,11.89,23.05,99.0
-65.0,1,0.0,0.0,14,12.18,17.79,96.0
-71.0,1,0.0,0.0,14,12.26,29.12,99.0
-72.0,1,0.0,0.0,14,12.76,23.67,107.0
-75.0,1,0.0,0.0,14,12.07,62.11,109.0
-63.0,1,0.0,0.0,14,12.23,49.19,100.0
-53.0,1,0.0,0.0,14,12.69,31.06,101.0
-79.0,1,0.0,0.0,14,11.89,23.49,99.0
-66.0,1,0.0,0.0,14,12.27,29.07,99.0
-77.0,1,0.0,0.0,14,12.75,23.8,107.0
-76.0,1,0.0,0.0,14,12.07,62.16,109.0
-63.0,1,0.0,0.0,14,12.25,47.67,100.0
-62.0,1,0.0,0.0,14,12.71,30.86,101.0
-79.0,1,0.0,0.0,14,11.89,22.84,99.0
-62.0,1,0.0,0.0,14,12.15,18.31,95.0
-66.0,1,0.0,0.0,14,12.28,28.42,99.0
-74.0,1,0.0,0.0,14,12.75,22.76,107.0
-75.0,1,0.0,0.0,14,12.07,62.09,109.0
-63.0,1,0.0,0.0,14,12.25,48.01,100.0
-55.0,1,0.0,0.0,14,12.71,31.04,101.0
-80.0,1,0.0,0.0,14,11.89,22.58,99.0
-60.0,1,0.0,0.0,14,12.19,18.7,96.0
-67.0,1,0.0,0.0,14,12.29,29.62,99.0
-72.0,1,0.0,0.0,14,12.77,23.4,107.0
-77.0,1,0.0,0.0,15,12.07,62.06,109.0
-63.0,1,0.0,0.0,15,12.24,47.98,100.0
-56.0,1,0.0,0.0,15,12.72,31.01,101.0
-78.0,1,0.0,0.0,15,11.89,23.33,99.0
-63.0,1,0.0,0.0,15,12.18,17.4,96.0
-67.0,1,0.0,0.0,15,12.26,29.46,99.0
-73.0,1,0.0,0.0,15,12.76,24.06,107.0
-79.0,1,0.0,0.0,15,12.08,62.06,109.0
-62.0,1,0.0,0.0,15,12.27,47.87,100.0
-57.0,1,0.0,0.0,15,12.72,31.0,101.0
-81.0,1,0.0,0.0,15,11.9,22.82,99.0
-63.0,1,0.0,0.0,15,12.19,17.28,96.0
-69.0,1,0.0,0.0,15,12.32,29.77,99.0
-71.0,1,0.0,0.0,15,12.78,22.89,107.0
-74.0,1,0.0,0.0,15,12.09,62.0,109.0
-65.0,1,0.0,0.0,15,12.27,48.8,100.0
-55.0,1,0.0,0.0,15,12.72,30.8,101.0
-81.0,1,0.0,0.0,15,11.92,23.22,99.0
-63.0,1,0.0,0.0,15,12.17,18.37,95.0
-71.0,1,0.0,0.0,15,12.29,29.37,99.0
-72.0,1,0.0,0.0,15,12.76,23.36,107.0
-77.0,1,0.0,0.0,15,12.09,62.06,109.0
-66.0,1,0.0,0.0,15,12.26,48.14,100.0
-59.0,1,0.0,0.0,15,12.72,31.08,101.0
-74.0,1,0.0,0.0,15,11.9,22.95,99.0
-63.0,1,0.0,0.0,15,12.18,17.98,96.0
-71.0,1,0.0,0.0,15,12.29,29.48,99.0
-72.0,1,0.0,0.0,15,12.78,22.51,107.0
-78.0,1,0.0,0.0,15,12.09,62.06,109.0
-65.0,1,0.0,0.0,15,12.27,49.65,100.0
-55.0,1,0.0,0.0,15,12.73,30.84,101.0
-77.0,1,0.0,0.0,15,11.89,23.12,99.0
-65.0,1,0.0,0.0,15,12.2,17.62,96.0
-71.0,1,0.0,0.0,15,12.27,29.23,99.0
-71.0,1,0.0,0.0,15,12.79,22.86,107.0
-79.0,1,0.0,0.0,15,12.09,61.97,109.0
-65.0,1,0.0,0.0,15,12.28,48.75,100.0
-53.0,1,0.0,0.0,15,12.72,30.88,101.0
-80.0,1,0.0,0.0,15,11.91,23.15,99.0
-63.0,1,0.0,0.0,15,12.18,17.36,96.0
-66.0,1,0.0,0.0,15,12.28,30.19,99.0
-77.0,1,0.0,0.0,15,12.8,23.61,107.0
-79.0,1,0.0,0.0,15,12.1,62.1,109.0
-65.0,1,0.0,0.0,15,12.26,48.79,100.0
-61.0,1,0.0,0.0,15,12.72,30.91,101.0
-80.0,1,0.0,0.0,15,11.91,22.96,99.0
-63.0,1,0.0,0.0,15,12.17,17.87,96.0
-66.0,1,0.0,0.0,15,12.29,29.44,99.0
-74.0,1,0.0,0.0,15,12.78,22.93,106.0
-74.0,1,0.0,0.0,15,12.1,62.18,109.0
-63.0,1,0.0,0.0,15,12.3,48.95,100.0
-55.0,1,0.0,0.0,15,12.73,30.89,101.0
-77.0,1,0.0,0.0,15,11.91,23.9,99.0
-60.0,1,0.0,0.0,15,12.18,17.32,96.0
-67.0,1,0.0,0.0,15,12.3,30.04,99.0
-72.0,1,0.0,0.0,15,12.8,23.51,107.0
-77.0,1,0.0,0.0,15,12.1,62.14,109.0
-59.0,1,0.0,0.0,15,12.27,49.78,100.0
-55.0,1,0.0,0.0,15,12.74,31.16,101.0
-81.0,1,0.0,0.0,15,11.94,22.97,99.0
-63.0,1,0.0,0.0,15,12.18,18.07,96.0
-67.0,1,0.0,0.0,15,12.29,28.95,99.0
-72.0,1,0.0,0.0,15,12.8,23.89,107.0
-78.0,1,0.0,0.0,15,12.1,62.28,109.0
-62.0,1,0.0,0.0,15,12.28,49.63,100.0
-57.0,1,0.0,0.0,15,12.73,31.07,101.0
-83.0,1,0.0,0.0,15,11.94,22.84,99.0
-63.0,1,0.0,0.0,15,12.21,18.2,95.0
-68.0,1,0.0,0.0,15,12.31,29.5,99.0
-73.0,1,0.0,0.0,15,12.82,22.85,107.0
-78.0,1,0.0,0.0,15,12.1,62.12,109.0
-65.0,1,0.0,0.0,15,12.28,48.74,100.0
-55.0,1,0.0,0.0,15,12.74,31.07,101.0
-81.0,1,0.0,0.0,15,11.92,23.95,99.0
-65.0,1,0.0,0.0,15,12.19,17.64,96.0
-71.0,1,0.0,0.0,15,12.31,29.29,100.0
-73.0,1,0.0,0.0,15,12.82,23.88,107.0
-79.0,1,0.0,0.0,15,12.08,62.02,109.0
-64.0,1,0.0,0.0,15,12.29,49.42,100.0
-62.0,1,0.0,0.0,15,12.75,30.88,101.0
-73.0,1,0.0,0.0,15,11.93,22.88,99.0
-65.0,1,0.0,0.0,15,12.21,16.45,96.0
-69.0,1,0.0,0.0,15,12.32,29.47,99.0
-71.0,1,0.0,0.0,16,12.82,24.1,107.0
-77.0,1,0.0,0.0,16,12.06,62.18,109.0
-62.0,1,0.0,0.0,16,12.29,49.29,100.0
-55.0,1,0.0,0.0,16,12.76,30.82,101.0
-75.0,1,0.0,0.0,16,11.96,22.94,99.0
-65.0,1,0.0,0.0,16,12.2,18.44,95.0
-71.0,1,0.0,0.0,16,12.3,29.35,99.0
-71.0,1,0.0,0.0,16,12.8,23.11,107.0
-79.0,1,0.0,0.0,16,12.09,62.17,109.0
-65.0,1,0.0,0.0,16,12.3,48.6,100.0
-55.0,1,0.0,0.0,16,12.75,31.05,100.0
-80.0,1,0.0,0.0,16,11.95,23.49,99.0
-63.0,1,0.0,0.0,16,12.2,18.58,96.0
-67.0,1,0.0,0.0,16,12.31,29.87,99.0
-75.0,1,0.0,0.0,16,12.83,23.04,107.0
-78.0,1,0.0,0.0,16,12.08,62.21,109.0
-61.0,1,0.0,0.0,16,12.27,49.63,100.0
-62.0,1,0.0,0.0,16,12.74,31.04,101.0
-79.0,1,0.0,0.0,16,11.95,23.76,99.0
-63.0,1,0.0,0.0,16,12.2,17.54,95.0
-65.0,1,0.0,0.0,16,12.32,29.82,99.0
-72.0,1,0.0,0.0,16,12.82,23.22,107.0
-77.0,1,0.0,0.0,16,12.08,62.12,109.0
-62.0,1,0.0,0.0,16,12.32,49.17,100.0
-54.0,1,0.0,0.0,16,12.75,30.88,101.0
-81.0,1,0.0,0.0,16,11.92,22.32,99.0
